id	filename	md5	size	state
bf381f93-5c8e-4854-9700-5917f786a991	TCGA-AR-A5QM-01Z-00-DX1.A9017CED-FF57-4090-95B9-94DC91854347.svs	361e57cec75dcf6c042d4ea207b3d1cc	1047847767	released
b545c7e6-8318-47e1-8ed4-62a5883a1d1c	TCGA-BH-A0W4-01Z-00-DX1.23E017DC-15CB-4838-AC91-CFB11B932AB0.svs	22b4efdeb4b04cc8bcd109c7c6f02472	1491220569	released
8e659845-8289-4db4-a489-a637780a7950	TCGA-AO-A126-01Z-00-DX1.D9D6AA15-32F0-44BD-AF30-36191784FFA2.svs	d0df11974b9e0c1fbf6cb4a9cdfdb2ba	550065516	released
f053e41e-7088-441b-9df6-afac7f4454fe	TCGA-AC-A8OR-01Z-00-DX1.C9A35592-1E73-40D4-834A-46E3471D84A3.svs	02ffea7aa964d3895ffd470d8b292dca	53319426	released
4ee14819-c89c-48e8-b4ae-57a98757e436	TCGA-BH-A0E9-01Z-00-DX1.5FC4A5E1-3984-4869-9FFB-C0C7F9EAF5FE.svs	667cc86d9bbc5d1890b0f2ae46c9d3f1	1173561805	released
179185d2-5279-4e19-b9da-1f2296973156	TCGA-C8-A12Y-01Z-00-DX1.A15CB3E2-E145-4C75-8FEA-1DD503CD7C20.svs	77a3db28fb09e6bd82cb90b6f3ebb627	896076547	released
6d2f8fba-faea-44f7-9be5-8bcf2de8ebd6	TCGA-C8-A1HN-01Z-00-DX1.7EBBEAB1-EBB7-456F-8848-AFE2263242B7.svs	0cf2f2e76a8b8473b6b96dee4e270332	694961431	released
e6ec522d-39aa-4702-a5ba-243ef9bf531e	TCGA-E2-A573-01Z-00-DX1.D6633BC2-524D-4153-952F-6B1D8D067370.svs	5cc8d22743655af81300683ee9090000	1247428613	released
d6861a4d-02ac-4253-b5d1-9fc6d5fc71b4	TCGA-BH-A0EE-01Z-00-DX1.872EA586-25C8-4835-A138-152DFA1EBF30.svs	fd1c846237fdd28bc374a2f818ea1f66	1692124169	released
4d69d2e0-aca4-4063-ae33-a19d213d8fa1	TCGA-A7-A6VV-01Z-00-DX1.07AE0E16-A883-4C86-BC74-4E13081175F2.svs	c08d784f6c2eb59b1af40fe61a206c23	354455605	released
1b24d94f-3ad5-48b9-825a-6e8c2c873da4	TCGA-A7-A5ZV-01Z-00-DX1.21F2EA4A-4F31-43D6-A036-E20E326AF37E.svs	a9d1dfbf1d3716f0094aea0db4862a99	630509479	released
0c3f3ba3-7da4-4b1e-9bb9-2c58436b0d44	TCGA-A7-A0DA-01Z-00-DX1.5F087009-16E9-4A07-BA24-62340E108B17.svs	09e038f5e6c3e67885a1e781b8b5a035	703721377	released
5bdc7ecc-161f-43a7-b252-87ad89872bdc	TCGA-E2-A106-01Z-00-DX1.A8D49C06-3C93-48A6-87F8-86D646BEA28C.svs	28ae6b7e7490e636c3a458291edcc7ec	770329785	released
d8613b7b-5c56-4607-bf19-3f2d9ec333e1	TCGA-AR-A254-01Z-00-DX1.EA5CD008-1106-41EC-998A-04EF08EEEC9D.svs	5493ddb2e7e7a49d7e191e7a7130b854	1065926627	released
f16e8c1b-de75-4869-96e0-8148c14409ec	TCGA-A8-A07O-01Z-00-DX1.3D657129-F2A7-4BC1-A910-805FBDCE2212.svs	74e7a82a318171c2999c0ceb84c6a618	519848900	released
a0c8d155-7c15-447f-be5f-813348d8a3eb	TCGA-E9-A1N8-01Z-00-DX1.1243AB1C-75A3-4A5E-9674-53992E6DD377.svs	8fc9b7c3fe493e9c88814c7a1c0234d5	780016529	released
626bfe89-c9c8-4ebf-97c9-56b1bd27f22d	TCGA-E2-A107-01Z-00-DX1.3BFCCC24-7286-488D-A9E9-98E498AD0767.svs	a74dbb4af47ecb8d5df721a4b4f5e8c2	1623786301	released
05731e24-2d30-4cb0-9c61-c8bdbfbf77b9	TCGA-E2-A1AZ-01Z-00-DX1.FE769F5F-385B-4DCF-819A-735C98D84FA8.svs	3923b8b653dd105cbe716db948d0cfbe	1805426549	released
baf6eef1-9c9e-4022-b19d-c1f1e438ed93	TCGA-AR-A1AX-01Z-00-DX1.2389D54F-545E-499E-B392-DD731834460A.svs	d1e49304691e79d070571a63d0d615af	1021041617	released
a220b48d-fa86-4efd-9e5d-f739a8db5ef9	TCGA-UU-A93S-01Z-00-DX1.C4809779-DF5F-4F5D-A78C-B7F95F2D050F.svs	5034046f4a259ce67cdf9dc410e3bd0c	2234308067	released
